Domain,Indicator,Item,Element,CountryCode,CountryName,Region,Scenario,Units,Year,Value
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,LTU,Lithuania,High-income,Business As Usual,t CO2 eq,2035,2405176.82081771
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,LTU,Lithuania,High-income,Business As Usual,t CO2 eq,2040,2406953.86292011
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,LTU,Lithuania,High-income,Business As Usual,t CO2 eq,2050,2418307.87147577
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,LTU,Lithuania,High-income,Stratified Societies,t CO2 eq,2012,2315800.12668721
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,LTU,Lithuania,High-income,Stratified Societies,t CO2 eq,2030,2487300.52162247
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,LTU,Lithuania,High-income,Stratified Societies,t CO2 eq,2035,2501429.69521273
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,LTU,Lithuania,High-income,Stratified Societies,t CO2 eq,2040,2516310.15256649
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,LTU,Lithuania,High-income,Stratified Societies,t CO2 eq,2050,2549535.28046258
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,LVA,Latvia,High-income,Toward Sustainability,t CO2 eq,2012,1196990.99429624
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,LVA,Latvia,High-income,Toward Sustainability,t CO2 eq,2030,943460.359870787
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,LVA,Latvia,High-income,Toward Sustainability,t CO2 eq,2035,862168.549483061
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,LVA,Latvia,High-income,Toward Sustainability,t CO2 eq,2040,782161.673828269
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,LVA,Latvia,High-income,Toward Sustainability,t CO2 eq,2050,623827.721304489
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,LVA,Latvia,High-income,Business As Usual,t CO2 eq,2012,1196990.99429624
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,LVA,Latvia,High-income,Business As Usual,t CO2 eq,2030,1167557.78670847
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,LVA,Latvia,High-income,Business As Usual,t CO2 eq,2035,1145048.89228291
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,LVA,Latvia,High-income,Business As Usual,t CO2 eq,2040,1123494.20007883
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,LVA,Latvia,High-income,Business As Usual,t CO2 eq,2050,1084521.35984596
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,LVA,Latvia,High-income,Stratified Societies,t CO2 eq,2012,1196990.99429624
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,LVA,Latvia,High-income,Stratified Societies,t CO2 eq,2030,1250455.06370002
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,LVA,Latvia,High-income,Stratified Societies,t CO2 eq,2035,1248924.82135235
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,LVA,Latvia,High-income,Stratified Societies,t CO2 eq,2040,1247284.40324752
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,LVA,Latvia,High-income,Stratified Societies,t CO2 eq,2050,1244384.12643497
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,NLD,Netherlands,High-income,Toward Sustainability,t CO2 eq,2012,15620773.3657334
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,NLD,Netherlands,High-income,Toward Sustainability,t CO2 eq,2030,11911617.5528635
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,NLD,Netherlands,High-income,Toward Sustainability,t CO2 eq,2035,10626087.846642
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,NLD,Netherlands,High-income,Toward Sustainability,t CO2 eq,2040,9352567.57608778
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,NLD,Netherlands,High-income,Toward Sustainability,t CO2 eq,2050,6947601.54949915
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,NLD,Netherlands,High-income,Business As Usual,t CO2 eq,2012,15620773.3657334
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,NLD,Netherlands,High-income,Business As Usual,t CO2 eq,2030,12898016.8005332
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,NLD,Netherlands,High-income,Business As Usual,t CO2 eq,2035,12067564.1974227
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,NLD,Netherlands,High-income,Business As Usual,t CO2 eq,2040,11260767.3374066
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,NLD,Netherlands,High-income,Business As Usual,t CO2 eq,2050,9695440.97692607
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,NLD,Netherlands,High-income,Stratified Societies,t CO2 eq,2012,15620773.3657334
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,NLD,Netherlands,High-income,Stratified Societies,t CO2 eq,2030,15179673.6766123
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,NLD,Netherlands,High-income,Stratified Societies,t CO2 eq,2035,15183512.0894371
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,NLD,Netherlands,High-income,Stratified Societies,t CO2 eq,2040,15335962.21948
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,NLD,Netherlands,High-income,Stratified Societies,t CO2 eq,2050,15787135.30749
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,NOR,Norway,High-income,Toward Sustainability,t CO2 eq,2012,2142644.68793333
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,NOR,Norway,High-income,Toward Sustainability,t CO2 eq,2030,1819213.24531888
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,NOR,Norway,High-income,Toward Sustainability,t CO2 eq,2035,1685829.89268364
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,NOR,Norway,High-income,Toward Sustainability,t CO2 eq,2040,1552259.48739422
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,NOR,Norway,High-income,Toward Sustainability,t CO2 eq,2050,1304672.21383336
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,NOR,Norway,High-income,Business As Usual,t CO2 eq,2012,2142644.68793333
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,NOR,Norway,High-income,Business As Usual,t CO2 eq,2030,2058156.04757019
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,NOR,Norway,High-income,Business As Usual,t CO2 eq,2035,2021184.25061377
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,NOR,Norway,High-income,Business As Usual,t CO2 eq,2040,1988838.17423895
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,NOR,Norway,High-income,Business As Usual,t CO2 eq,2050,1938615.72121775
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,NOR,Norway,High-income,Stratified Societies,t CO2 eq,2012,2142644.68793333
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,NOR,Norway,High-income,Stratified Societies,t CO2 eq,2030,2175701.86097433
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,NOR,Norway,High-income,Stratified Societies,t CO2 eq,2035,2195958.0930385
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,NOR,Norway,High-income,Stratified Societies,t CO2 eq,2040,2234989.78763968
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,NOR,Norway,High-income,Stratified Societies,t CO2 eq,2050,2330540.94848483
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,NZL,New Zealand,High-income,Toward Sustainability,t CO2 eq,2012,18347806.073969
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,NZL,New Zealand,High-income,Toward Sustainability,t CO2 eq,2030,16865011.765308
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,NZL,New Zealand,High-income,Toward Sustainability,t CO2 eq,2035,16129238.5782248
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,NZL,New Zealand,High-income,Toward Sustainability,t CO2 eq,2040,15358746.5576953
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,NZL,New Zealand,High-income,Toward Sustainability,t CO2 eq,2050,13892415.2698361
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,NZL,New Zealand,High-income,Business As Usual,t CO2 eq,2012,18347806.073969
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,NZL,New Zealand,High-income,Business As Usual,t CO2 eq,2030,17215975.3760601
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,NZL,New Zealand,High-income,Business As Usual,t CO2 eq,2035,16874573.5454949
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,NZL,New Zealand,High-income,Business As Usual,t CO2 eq,2040,16574726.2152207
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,NZL,New Zealand,High-income,Business As Usual,t CO2 eq,2050,16083486.2589963
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,NZL,New Zealand,High-income,Stratified Societies,t CO2 eq,2012,18347806.073969
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,NZL,New Zealand,High-income,Stratified Societies,t CO2 eq,2030,17268291.7459438
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,NZL,New Zealand,High-income,Stratified Societies,t CO2 eq,2035,17272268.4894148
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,NZL,New Zealand,High-income,Stratified Societies,t CO2 eq,2040,17470891.7376633
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,NZL,New Zealand,High-income,Stratified Societies,t CO2 eq,2050,18103335.9734207
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,POL,Poland,High-income,Toward Sustainability,t CO2 eq,2012,18019275.109762
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,POL,Poland,High-income,Toward Sustainability,t CO2 eq,2030,15359935.533395
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,POL,Poland,High-income,Toward Sustainability,t CO2 eq,2035,14323988.3018661
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,POL,Poland,High-income,Toward Sustainability,t CO2 eq,2040,13237203.3525449
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,POL,Poland,High-income,Toward Sustainability,t CO2 eq,2050,10928469.059573
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,POL,Poland,High-income,Business As Usual,t CO2 eq,2012,18019275.109762
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,POL,Poland,High-income,Business As Usual,t CO2 eq,2030,19509364.3026552
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,POL,Poland,High-income,Business As Usual,t CO2 eq,2035,19694619.2072891
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,POL,Poland,High-income,Business As Usual,t CO2 eq,2040,19851252.4066509
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,POL,Poland,High-income,Business As Usual,t CO2 eq,2050,20115179.8397062
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,POL,Poland,High-income,Stratified Societies,t CO2 eq,2012,18019275.109762
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,POL,Poland,High-income,Stratified Societies,t CO2 eq,2030,20269665.5452927
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,POL,Poland,High-income,Stratified Societies,t CO2 eq,2035,20643802.3942315
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,POL,Poland,High-income,Stratified Societies,t CO2 eq,2040,20975932.2053784
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,POL,Poland,High-income,Stratified Societies,t CO2 eq,2050,21528499.0589052
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,PRT,Portugal,High-income,Toward Sustainability,t CO2 eq,2012,5274043.03730191
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,PRT,Portugal,High-income,Toward Sustainability,t CO2 eq,2030,4019953.25319892
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,PRT,Portugal,High-income,Toward Sustainability,t CO2 eq,2035,3567330.52720314
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,PRT,Portugal,High-income,Toward Sustainability,t CO2 eq,2040,3106063.15684102
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,PRT,Portugal,High-income,Toward Sustainability,t CO2 eq,2050,2218545.0142931
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,PRT,Portugal,High-income,Business As Usual,t CO2 eq,2012,5274043.03730191
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,PRT,Portugal,High-income,Business As Usual,t CO2 eq,2030,4409769.02933338
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,PRT,Portugal,High-income,Business As Usual,t CO2 eq,2035,4155216.64427584
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,PRT,Portugal,High-income,Business As Usual,t CO2 eq,2040,3909341.90918657
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,PRT,Portugal,High-income,Business As Usual,t CO2 eq,2050,3443897.98191644
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,PRT,Portugal,High-income,Stratified Societies,t CO2 eq,2012,5274043.03730191
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,PRT,Portugal,High-income,Stratified Societies,t CO2 eq,2030,5212524.64464736
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,PRT,Portugal,High-income,Stratified Societies,t CO2 eq,2035,5250424.76069867
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,PRT,Portugal,High-income,Stratified Societies,t CO2 eq,2040,5331705.82928678
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,PRT,Portugal,High-income,Stratified Societies,t CO2 eq,2050,5538099.3722253
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,SAU,Saudi Arabia,High-income,Toward Sustainability,t CO2 eq,2012,4364359.65682553
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,SAU,Saudi Arabia,High-income,Toward Sustainability,t CO2 eq,2030,3110024.97824136
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,SAU,Saudi Arabia,High-income,Toward Sustainability,t CO2 eq,2035,2769658.15835866
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,SAU,Saudi Arabia,High-income,Toward Sustainability,t CO2 eq,2040,2449299.07008347
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,SAU,Saudi Arabia,High-income,Toward Sustainability,t CO2 eq,2050,1872698.72641006
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,SAU,Saudi Arabia,High-income,Business As Usual,t CO2 eq,2012,4364359.65682553
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,SAU,Saudi Arabia,High-income,Business As Usual,t CO2 eq,2030,3932632.41291946
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,SAU,Saudi Arabia,High-income,Business As Usual,t CO2 eq,2035,3778787.89838478
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,SAU,Saudi Arabia,High-income,Business As Usual,t CO2 eq,2040,3621623.04003088
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,SAU,Saudi Arabia,High-income,Business As Usual,t CO2 eq,2050,3295631.0095452
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,SAU,Saudi Arabia,High-income,Stratified Societies,t CO2 eq,2012,4364359.65682553
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,SAU,Saudi Arabia,High-income,Stratified Societies,t CO2 eq,2030,4517378.20096033
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,SAU,Saudi Arabia,High-income,Stratified Societies,t CO2 eq,2035,4529941.37039952
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,SAU,Saudi Arabia,High-income,Stratified Societies,t CO2 eq,2040,4546483.87073528
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,SAU,Saudi Arabia,High-income,Stratified Societies,t CO2 eq,2050,4536290.16090031
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,SVK,Slovakia,High-income,Toward Sustainability,t CO2 eq,2012,1883761.44188722
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,SVK,Slovakia,High-income,Toward Sustainability,t CO2 eq,2030,1417211.34730969
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,SVK,Slovakia,High-income,Toward Sustainability,t CO2 eq,2035,1265737.68245733
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,SVK,Slovakia,High-income,Toward Sustainability,t CO2 eq,2040,1117576.04586988
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,SVK,Slovakia,High-income,Toward Sustainability,t CO2 eq,2050,826769.158926254
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,SVK,Slovakia,High-income,Business As Usual,t CO2 eq,2012,1883761.44188722
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,SVK,Slovakia,High-income,Business As Usual,t CO2 eq,2030,1880378.48380023
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,SVK,Slovakia,High-income,Business As Usual,t CO2 eq,2035,1852618.20936988
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,SVK,Slovakia,High-income,Business As Usual,t CO2 eq,2040,1826500.52722724
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,SVK,Slovakia,High-income,Business As Usual,t CO2 eq,2050,1783021.04873894
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,SVK,Slovakia,High-income,Stratified Societies,t CO2 eq,2012,1883761.44188722
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,SVK,Slovakia,High-income,Stratified Societies,t CO2 eq,2030,2028837.1906427
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,SVK,Slovakia,High-income,Stratified Societies,t CO2 eq,2035,2038113.46932862
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,SVK,Slovakia,High-income,Stratified Societies,t CO2 eq,2040,2047447.79808674
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,SVK,Slovakia,High-income,Stratified Societies,t CO2 eq,2050,2066385.49091303
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,SWE,Sweden,High-income,Toward Sustainability,t CO2 eq,2012,4212113.39913957
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,SWE,Sweden,High-income,Toward Sustainability,t CO2 eq,2030,3218969.20162567
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,SWE,Sweden,High-income,Toward Sustainability,t CO2 eq,2035,2894109.02176352
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,SWE,Sweden,High-income,Toward Sustainability,t CO2 eq,2040,2574978.30533186
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,SWE,Sweden,High-income,Toward Sustainability,t CO2 eq,2050,1974861.11080356
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,SWE,Sweden,High-income,Business As Usual,t CO2 eq,2012,4212113.39913957
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,SWE,Sweden,High-income,Business As Usual,t CO2 eq,2030,3876732.64204804
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,SWE,Sweden,High-income,Business As Usual,t CO2 eq,2035,3758362.98486527
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,SWE,Sweden,High-income,Business As Usual,t CO2 eq,2040,3646036.30997496
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,SWE,Sweden,High-income,Business As Usual,t CO2 eq,2050,3440686.51549935
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,SWE,Sweden,High-income,Stratified Societies,t CO2 eq,2012,4212113.39913957
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,SWE,Sweden,High-income,Stratified Societies,t CO2 eq,2030,4286606.33009333
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,SWE,Sweden,High-income,Stratified Societies,t CO2 eq,2035,4313110.43957378
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,SWE,Sweden,High-income,Stratified Societies,t CO2 eq,2040,4359707.51672328
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,SWE,Sweden,High-income,Stratified Societies,t CO2 eq,2050,4461613.75123957
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,TTO,Trinidad and Tobago,High-income,Toward Sustainability,t CO2 eq,2012,1125874.34134831
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,TTO,Trinidad and Tobago,High-income,Toward Sustainability,t CO2 eq,2030,693341.297524462
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,TTO,Trinidad and Tobago,High-income,Toward Sustainability,t CO2 eq,2035,557083.961977485
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,TTO,Trinidad and Tobago,High-income,Toward Sustainability,t CO2 eq,2040,421692.368240103
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,TTO,Trinidad and Tobago,High-income,Toward Sustainability,t CO2 eq,2050,157606.956645704
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,TTO,Trinidad and Tobago,High-income,Business As Usual,t CO2 eq,2012,1125874.34134831
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,TTO,Trinidad and Tobago,High-income,Business As Usual,t CO2 eq,2030,728844.320082948
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,TTO,Trinidad and Tobago,High-income,Business As Usual,t CO2 eq,2035,607202.592108856
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,TTO,Trinidad and Tobago,High-income,Business As Usual,t CO2 eq,2040,485652.33943167
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,TTO,Trinidad and Tobago,High-income,Business As Usual,t CO2 eq,2050,241619.132882717
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,TTO,Trinidad and Tobago,High-income,Stratified Societies,t CO2 eq,2012,1125874.34134831
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,TTO,Trinidad and Tobago,High-income,Stratified Societies,t CO2 eq,2030,1139203.77162442
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,TTO,Trinidad and Tobago,High-income,Stratified Societies,t CO2 eq,2035,1150991.86628152
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,TTO,Trinidad and Tobago,High-income,Stratified Societies,t CO2 eq,2040,1171802.06075856
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,TTO,Trinidad and Tobago,High-income,Stratified Societies,t CO2 eq,2050,1225390.515964
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,TWN,"China, Taiwan Province of",High-income,Toward Sustainability,t CO2 eq,2012,1804511.15100001
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,TWN,"China, Taiwan Province of",High-income,Toward Sustainability,t CO2 eq,2030,1453119.7353596
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,TWN,"China, Taiwan Province of",High-income,Toward Sustainability,t CO2 eq,2035,1343295.43094544
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,TWN,"China, Taiwan Province of",High-income,Toward Sustainability,t CO2 eq,2040,1228511.73547916
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,TWN,"China, Taiwan Province of",High-income,Toward Sustainability,t CO2 eq,2050,993914.393917892
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,TWN,"China, Taiwan Province of",High-income,Business As Usual,t CO2 eq,2012,1804511.15100001
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,TWN,"China, Taiwan Province of",High-income,Business As Usual,t CO2 eq,2030,1869252.65154357
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,TWN,"China, Taiwan Province of",High-income,Business As Usual,t CO2 eq,2035,1866177.65457705
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,TWN,"China, Taiwan Province of",High-income,Business As Usual,t CO2 eq,2040,1857370.40499763
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,TWN,"China, Taiwan Province of",High-income,Business As Usual,t CO2 eq,2050,1840332.65635674
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,TWN,"China, Taiwan Province of",High-income,Stratified Societies,t CO2 eq,2012,1804511.15100001
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,TWN,"China, Taiwan Province of",High-income,Stratified Societies,t CO2 eq,2030,1943555.84605323
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,TWN,"China, Taiwan Province of",High-income,Stratified Societies,t CO2 eq,2035,1954599.67237138
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,TWN,"China, Taiwan Province of",High-income,Stratified Societies,t CO2 eq,2040,1957261.01472977
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,TWN,"China, Taiwan Province of",High-income,Stratified Societies,t CO2 eq,2050,1960552.62843735
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,URY,Uruguay,High-income,Toward Sustainability,t CO2 eq,2012,19134174.1144163
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,URY,Uruguay,High-income,Toward Sustainability,t CO2 eq,2030,21547853.0934618
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,URY,Uruguay,High-income,Toward Sustainability,t CO2 eq,2035,21127765.8431209
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,URY,Uruguay,High-income,Toward Sustainability,t CO2 eq,2040,20334348.074576
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,URY,Uruguay,High-income,Toward Sustainability,t CO2 eq,2050,18233781.1223331
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,URY,Uruguay,High-income,Business As Usual,t CO2 eq,2012,19134174.1144163
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,URY,Uruguay,High-income,Business As Usual,t CO2 eq,2030,22337200.9067014
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,URY,Uruguay,High-income,Business As Usual,t CO2 eq,2035,22482116.1462919
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,URY,Uruguay,High-income,Business As Usual,t CO2 eq,2040,22432149.4058453
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,URY,Uruguay,High-income,Business As Usual,t CO2 eq,2050,21882664.8002729
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,URY,Uruguay,High-income,Stratified Societies,t CO2 eq,2012,19134174.1144163
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,URY,Uruguay,High-income,Stratified Societies,t CO2 eq,2030,24559409.5277899
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,URY,Uruguay,High-income,Stratified Societies,t CO2 eq,2035,25656717.8512409
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,URY,Uruguay,High-income,Stratified Societies,t CO2 eq,2040,26753520.1672683
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,URY,Uruguay,High-income,Stratified Societies,t CO2 eq,2050,28615168.006923
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,USA,United States of America,High-income,Toward Sustainability,t CO2 eq,2012,355190688.895046
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,USA,United States of America,High-income,Toward Sustainability,t CO2 eq,2030,220569972.953134
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,USA,United States of America,High-income,Toward Sustainability,t CO2 eq,2035,191229039.336335
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,USA,United States of America,High-income,Toward Sustainability,t CO2 eq,2040,164142855.826254
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,USA,United States of America,High-income,Toward Sustainability,t CO2 eq,2050,112162762.428781
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,USA,United States of America,High-income,Business As Usual,t CO2 eq,2012,355190688.895046
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,USA,United States of America,High-income,Business As Usual,t CO2 eq,2030,314340356.471514
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,USA,United States of America,High-income,Business As Usual,t CO2 eq,2035,298304301.524072
